Equipment ID,Asset Number,Description,Location,Building,Floor,System,Subsystem,Manufacturer,Model,Serial Number,Voltage,Capacity,Weight,Dimensions,Delivery Status,Installation Status,Commissioning Status,Maintenance Status,Warranty,Criticality,Vendor,Purchase Order,Linked Schedule Activity
EQP-FIR-411,AST-FIR-411,Pre-action Sprinklers Asset Item 411,"Generator Yard, Floor 2",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-411,SN-FIR-411-99,230V AC,Standard Load,250 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-411,A500
EQP-MEC-412,AST-MEC-412,CRAH System Asset Item 412,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-412,SN-MEC-412-99,415V AC,85 kW,142 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A500
EQP-MEC-413,AST-MEC-413,Chilled Water Plant Asset Item 413,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-413,SN-MEC-413-99,415V AC,2500 kW,434 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A440
EQP-ELE-414,AST-ELE-414,UPS System Asset Item 414,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-414,SN-ELE-414-99,415V AC,1600 kW,496 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A240
EQP-ELE-415,AST-ELE-415,Power Transformers Asset Item 415,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,Electrical,Power Transformers,Kirloskar,MOD-ELE-415,SN-ELE-415-99,110 kV / 11 kV,5 MVA,185 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A500
EQP-FIR-416,AST-FIR-416,CO2 Flooding System Asset Item 416,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-416,SN-FIR-416-99,230V AC,Standard Load,101 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-416,A500
EQP-MEC-417,AST-MEC-417,CRAH System Asset Item 417,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-417,SN-MEC-417-99,415V AC,85 kW,250 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-ELE-418,AST-ELE-418,Diesel Generators Asset Item 418,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,Diesel Generators,Cummins,MOD-ELE-418,SN-ELE-418-99,415V AC,3500 kW,204 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A150
EQP-ELE-419,AST-ELE-419,Diesel Generators Asset Item 419,"Generator Yard, Floor 1",Generator Yard,Floor 2,Electrical,Diesel Generators,Cummins,MOD-ELE-419,SN-ELE-419-99,415V AC,3500 kW,36 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A240
EQP-FIR-420,AST-FIR-420,Pre-action Sprinklers Asset Item 420,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-420,SN-FIR-420-99,230V AC,Standard Load,119 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-420,A320
EQP-FIR-421,AST-FIR-421,VESDA Aspiration Asset Item 421,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-421,SN-FIR-421-99,230V AC,Standard Load,80 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-421,A500
EQP-MEC-422,AST-MEC-422,CRAH System Asset Item 422,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-422,SN-MEC-422-99,415V AC,85 kW,181 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A500
EQP-BMS-423,AST-BMS-423,BMS Server Panel Asset Item 423,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,BMS,BMS Server Panel,OEM Standard,MOD-BMS-423,SN-BMS-423-99,230V AC,Standard Load,76 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-423,A320
EQP-ELE-424,AST-ELE-424,UPS System Asset Item 424,"Generator Yard, Floor 3",Generator Yard,Floor 2,Electrical,UPS System,Vertiv,MOD-ELE-424,SN-ELE-424-99,415V AC,1600 kW,284 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A240
EQP-MEC-425,AST-MEC-425,CRAH System Asset Item 425,"Generator Yard, Floor 2",Generator Yard,Floor 2,Mechanical,CRAH System,Vertiv,MOD-MEC-425,SN-MEC-425-99,415V AC,85 kW,35 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A150
EQP-ELE-426,AST-ELE-426,UPS System Asset Item 426,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Electrical,UPS System,Vertiv,MOD-ELE-426,SN-ELE-426-99,415V AC,1600 kW,121 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A240
EQP-BMS-427,AST-BMS-427,BMS Control Network Asset Item 427,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-427,SN-BMS-427-99,230V AC,Standard Load,16 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-427,A500
EQP-BMS-428,AST-BMS-428,BMS Control Network Asset Item 428,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,BMS,BMS Control Network,OEM Standard,MOD-BMS-428,SN-BMS-428-99,230V AC,Standard Load,120 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-428,A150
EQP-ELE-429,AST-ELE-429,UPS System Asset Item 429,"Transformer Yard, Floor 2",Transformer Yard,Floor 3,Electrical,UPS System,Vertiv,MOD-ELE-429,SN-ELE-429-99,415V AC,1600 kW,106 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A440
EQP-BMS-430,AST-BMS-430,BMS Server Panel Asset Item 430,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-430,SN-BMS-430-99,230V AC,Standard Load,199 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-430,A440
EQP-MEC-431,AST-MEC-431,Acoustic Exhaust Asset Item 431,"Transformer Yard, Floor 3",Transformer Yard,Floor 3,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-431,SN-MEC-431-99,415V AC,35 dB Attenuation,125 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-431,A440
EQP-BMS-432,AST-BMS-432,BMS Software System Asset Item 432,"Utility Block Building, Floor 3",Utility Block Building,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-432,SN-BMS-432-99,230V AC,Standard Load,190 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-432,A500
EQP-BMS-433,AST-BMS-433,BMS Control Network Asset Item 433,"Generator Yard, Floor 2",Generator Yard,Floor 3,BMS,BMS Control Network,OEM Standard,MOD-BMS-433,SN-BMS-433-99,230V AC,Standard Load,21 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-433,A440
EQP-FIR-434,AST-FIR-434,VESDA Aspiration Asset Item 434,"Generator Yard, Floor 1",Generator Yard,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-434,SN-FIR-434-99,230V AC,Standard Load,392 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-434,A150
EQP-ELE-435,AST-ELE-435,LV Switchgear Asset Item 435,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-435,SN-ELE-435-99,415V AC,3200 A,300 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A500
EQP-BMS-436,AST-BMS-436,BMS Control Network Asset Item 436,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,BMS,BMS Control Network,OEM Standard,MOD-BMS-436,SN-BMS-436-99,230V AC,Standard Load,24 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-436,A150
EQP-BMS-437,AST-BMS-437,BMS Server Panel Asset Item 437,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-437,SN-BMS-437-99,230V AC,Standard Load,167 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-437,A440
EQP-MEC-438,AST-MEC-438,Chilled Water Plant Asset Item 438,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-438,SN-MEC-438-99,415V AC,2500 kW,80 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A500
EQP-ELE-439,AST-ELE-439,UPS System Asset Item 439,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Electrical,UPS System,Vertiv,MOD-ELE-439,SN-ELE-439-99,415V AC,1600 kW,330 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-002,A440
EQP-ELE-440,AST-ELE-440,Busduct Systems Asset Item 440,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Electrical,Busduct Systems,Godrej,MOD-ELE-440,SN-ELE-440-99,415V AC,3200 A,439 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A440
EQP-FIR-441,AST-FIR-441,Pre-action Sprinklers Asset Item 441,"Generator Yard, Floor 1",Generator Yard,Floor 3,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-441,SN-FIR-441-99,230V AC,Standard Load,222 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-441,A320
EQP-MEC-442,AST-MEC-442,Acoustic Exhaust Asset Item 442,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,Mechanical,Acoustic Exhaust,OEM Standard,MOD-MEC-442,SN-MEC-442-99,415V AC,35 dB Attenuation,256 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-442,A320
EQP-FIR-443,AST-FIR-443,FM-200 Clean Agent System Asset Item 443,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-443,SN-FIR-443-99,230V AC,Standard Load,493 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-443,A440
EQP-MEC-444,AST-MEC-444,Condenser Cooling Towers Asset Item 444,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-444,SN-MEC-444-99,415V AC,3000 GPM,107 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-444,A150
EQP-FIR-445,AST-FIR-445,Pre-action Sprinklers Asset Item 445,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-445,SN-FIR-445-99,230V AC,Standard Load,83 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-445,A440
EQP-FIR-446,AST-FIR-446,VESDA Aspiration Asset Item 446,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-446,SN-FIR-446-99,230V AC,Standard Load,171 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-446,A500
EQP-FIR-447,AST-FIR-447,CO2 Flooding System Asset Item 447,"Transformer Yard, Floor 2",Transformer Yard,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-447,SN-FIR-447-99,230V AC,Standard Load,144 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-447,A150
EQP-MEC-448,AST-MEC-448,Condenser Cooling Towers Asset Item 448,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 1,Mechanical,Condenser Cooling Towers,OEM Standard,MOD-MEC-448,SN-MEC-448-99,415V AC,3000 GPM,138 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-448,A500
EQP-ELE-449,AST-ELE-449,Diesel Generators Asset Item 449,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Electrical,Diesel Generators,Cummins,MOD-ELE-449,SN-ELE-449-99,415V AC,3500 kW,33 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A150
EQP-FIR-450,AST-FIR-450,Pre-action Sprinklers Asset Item 450,"Utility Block Building, Floor 3",Utility Block Building,Floor 2,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-450,SN-FIR-450-99,230V AC,Standard Load,102 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-450,A320
EQP-ELE-451,AST-ELE-451,LV Switchgear Asset Item 451,"Generator Yard, Floor 1",Generator Yard,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-451,SN-ELE-451-99,415V AC,3200 A,287 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A500
EQP-FIR-452,AST-FIR-452,VESDA Aspiration Asset Item 452,"Generator Yard, Floor 2",Generator Yard,Floor 2,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-452,SN-FIR-452-99,230V AC,Standard Load,42 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-452,A320
EQP-BMS-453,AST-BMS-453,BMS Server Panel Asset Item 453,"Generator Yard, Floor 1",Generator Yard,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-453,SN-BMS-453-99,230V AC,Standard Load,379 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-453,A240
EQP-FIR-454,AST-FIR-454,CO2 Flooding System Asset Item 454,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-454,SN-FIR-454-99,230V AC,Standard Load,315 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-454,A500
EQP-FIR-455,AST-FIR-455,CO2 Flooding System Asset Item 455,"Utility Block Building, Floor 2",Utility Block Building,Floor 3,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-455,SN-FIR-455-99,230V AC,Standard Load,464 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-455,A440
EQP-BMS-456,AST-BMS-456,BMS Software System Asset Item 456,"Utility Block Building, Floor 1",Utility Block Building,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-456,SN-BMS-456-99,230V AC,Standard Load,324 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-456,A440
EQP-ELE-457,AST-ELE-457,LV Switchgear Asset Item 457,"Transformer Yard, Floor 2",Transformer Yard,Floor 2,Electrical,LV Switchgear,ABB,MOD-ELE-457,SN-ELE-457-99,415V AC,3200 A,146 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-005,A150
EQP-BMS-458,AST-BMS-458,BMS Server Panel Asset Item 458,"Utility Block Building, Floor 2",Utility Block Building,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-458,SN-BMS-458-99,230V AC,Standard Load,38 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-458,A440
EQP-BMS-459,AST-BMS-459,BMS Server Panel Asset Item 459,"Generator Yard, Floor 3",Generator Yard,Floor 1,BMS,BMS Server Panel,OEM Standard,MOD-BMS-459,SN-BMS-459-99,230V AC,Standard Load,17 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-459,A440
EQP-ELE-460,AST-ELE-460,Diesel Generators Asset Item 460,"Generator Yard, Floor 2",Generator Yard,Floor 2,Electrical,Diesel Generators,Cummins,MOD-ELE-460,SN-ELE-460-99,415V AC,3500 kW,109 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A440
EQP-BMS-461,AST-BMS-461,BMS Server Panel Asset Item 461,"Transformer Yard, Floor 1",Transformer Yard,Floor 2,BMS,BMS Server Panel,OEM Standard,MOD-BMS-461,SN-BMS-461-99,230V AC,Standard Load,497 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-461,A240
EQP-BMS-462,AST-BMS-462,BMS Software System Asset Item 462,"Generator Yard, Floor 1",Generator Yard,Floor 1,BMS,BMS Software System,OEM Standard,MOD-BMS-462,SN-BMS-462-99,230V AC,Standard Load,9 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-462,A440
EQP-ELE-463,AST-ELE-463,Diesel Generators Asset Item 463,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Electrical,Diesel Generators,Cummins,MOD-ELE-463,SN-ELE-463-99,415V AC,3500 kW,257 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-EL-003,A500
EQP-MEC-464,AST-MEC-464,CRAH System Asset Item 464,"Utility Block Building, Floor 3",Utility Block Building,Floor 3,Mechanical,CRAH System,Vertiv,MOD-MEC-464,SN-MEC-464-99,415V AC,85 kW,225 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A320
EQP-MEC-465,AST-MEC-465,CRAH System Asset Item 465,"Transformer Yard, Floor 3",Transformer Yard,Floor 1,Mechanical,CRAH System,Vertiv,MOD-MEC-465,SN-MEC-465-99,415V AC,85 kW,38 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-002,A500
EQP-FIR-466,AST-FIR-466,VESDA Aspiration Asset Item 466,"Generator Yard, Floor 3",Generator Yard,Floor 1,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-466,SN-FIR-466-99,230V AC,Standard Load,62 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-466,A320
EQP-FIR-467,AST-FIR-467,Pre-action Sprinklers Asset Item 467,"Utility Block Building, Floor 1",Utility Block Building,Floor 1,Fire Protection,Pre-action Sprinklers,OEM Standard,MOD-FIR-467,SN-FIR-467-99,230V AC,Standard Load,64 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-467,A500
EQP-FIR-468,AST-FIR-468,CO2 Flooding System Asset Item 468,"Generator Yard, Floor 3",Generator Yard,Floor 2,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-468,SN-FIR-468-99,230V AC,Standard Load,140 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-GEN-468,A150
EQP-ELE-469,AST-ELE-469,Power Transformers Asset Item 469,"Generator Yard, Floor 1",Generator Yard,Floor 2,Electrical,Power Transformers,Kirloskar,MOD-ELE-469,SN-ELE-469-99,110 kV / 11 kV,5 MVA,76 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-EL-004,A150
EQP-FIR-470,AST-FIR-470,VESDA Aspiration Asset Item 470,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 3,Fire Protection,VESDA Aspiration,OEM Standard,MOD-FIR-470,SN-FIR-470-99,230V AC,Standard Load,319 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-470,A150
EQP-FIR-471,AST-FIR-471,FM-200 Clean Agent System Asset Item 471,"Transformer Yard, Floor 1",Transformer Yard,Floor 1,Fire Protection,FM-200 Clean Agent System,OEM Standard,MOD-FIR-471,SN-FIR-471-99,230V AC,Standard Load,136 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-471,A440
EQP-BMS-472,AST-BMS-472,BMS Software System Asset Item 472,"Generator Yard, Floor 3",Generator Yard,Floor 3,BMS,BMS Software System,OEM Standard,MOD-BMS-472,SN-BMS-472-99,230V AC,Standard Load,479 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,MEDIUM,Standard Supplies Ltd,PHX-DC-01-PO-GEN-472,A440
EQP-MEC-473,AST-MEC-473,Chilled Water Plant Asset Item 473,"Data Centre Building 01, Floor 1",Data Centre Building 01,Floor 1,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-473,SN-MEC-473-99,415V AC,2500 kW,191 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A240
EQP-MEC-474,AST-MEC-474,Chilled Water Plant Asset Item 474,"Data Centre Building 01, Floor 2",Data Centre Building 01,Floor 3,Mechanical,Chilled Water Plant,Carrier,MOD-MEC-474,SN-MEC-474-99,415V AC,2500 kW,256 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,LOW,Standard Supplies Ltd,PHX-DC-01-PO-ME-001,A320
EQP-FIR-475,AST-FIR-475,CO2 Flooding System Asset Item 475,"Data Centre Building 01, Floor 3",Data Centre Building 01,Floor 1,Fire Protection,CO2 Flooding System,OEM Standard,MOD-FIR-475,SN-FIR-475-99,230V AC,Standard Load,55 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-GEN-475,A500
EQP-ELE-476,AST-ELE-476,Busduct Systems Asset Item 476,"Transformer Yard, Floor 3",Transformer Yard,Floor 2,Electrical,Busduct Systems,Godrej,MOD-ELE-476,SN-ELE-476-99,415V AC,3200 A,399 kg,600x600x1200 mm,In Manufacturing,Awaiting Delivery,Awaiting Installation,Setup Phase,12 Months,HIGH,Standard Supplies Ltd,PHX-DC-01-PO-EL-006,A240
